0	32	1
0	20	1
0	21	1
0	22	1
0	23	1
0	24	1
0	25	1
0	26	1
0	27	1
0	28	1
0	29	1
0	30	1
0	31	1
1	33	1
2	34	1
2	35	1
2	36	1
2	37	1
2	38	1
2	39	1
2	40	1
2	41	1
2	42	1
2	43	1
2	24	1
3	44	1
3	45	1
3	46	1
3	47	1
3	48	1
3	49	1
3	50	1
3	51	1
3	52	1
3	53	1
3	54	1
3	55	1
3	56	1
3	57	1
4	64	1
4	65	1
4	66	1
4	67	1
4	68	1
4	69	1
4	70	1
4	71	1
4	58	1
4	59	1
4	60	1
4	61	1
4	62	1
4	63	1
5	72	1
5	73	1
5	74	1
5	75	1
5	76	1
5	77	1
5	78	1
5	79	1
5	80	1
5	81	1
6	66	1
6	72	1
6	75	1
6	82	1
6	83	1
6	84	1
6	85	1
6	86	1
6	87	1
6	88	1
6	89	1
6	90	1
6	91	1
6	92	1
7	96	1
7	97	1
7	98	1
7	99	1
7	100	1
7	101	1
7	102	1
7	103	1
7	93	1
7	94	1
7	95	1
8	104	1
8	105	1
8	106	1
8	107	1
8	44	1
8	108	1
8	109	1
8	110	1
8	111	1
8	112	1
8	113	1
8	51	1
8	114	1
8	55	1
9	79	1
9	115	1
9	116	1
9	117	1
9	87	1
10	96	1
10	100	1
10	43	1
10	118	1
10	119	1
10	120	1
10	121	1
10	122	1
10	123	1
10	124	1
10	125	1
10	126	1
11	128	1
11	129	1
11	130	1
11	131	1
11	132	1
11	133	1
11	134	1
11	135	1
11	136	1
11	137	1
11	74	1
11	79	1
11	80	1
11	55	1
11	87	1
11	127	1
12	138	1
12	139	1
12	140	1
12	141	1
12	142	1
12	143	1
12	144	1
12	145	1
12	146	1
12	147	1
12	148	1
12	149	1
12	150	1
12	151	1
12	152	1
12	153	1
13	160	1
13	161	1
13	162	1
13	163	1
13	164	1
13	165	1
13	166	1
13	53	1
13	154	1
13	155	1
13	156	1
13	157	1
13	158	1
13	159	1
14	98	1
14	131	1
14	167	1
14	168	1
14	169	1
14	170	1
14	171	1
14	172	1
14	173	1
14	174	1
14	175	1
14	176	1
14	177	1
14	178	1
14	179	1
14	180	1
14	181	1
14	182	1
14	183	1
15	133	1
15	137	1
15	78	1
15	79	1
15	184	1
15	185	1
15	186	1
15	187	1
16	192	1
16	193	1
16	194	1
16	36	1
16	52	1
16	188	1
16	189	1
16	190	1
16	191	1
17	195	1
17	196	1
17	36	1
17	197	1
17	198	1
17	199	1
17	200	1
17	201	1
18	130	1
18	132	1
18	135	1
18	74	1
18	202	1
18	203	1
18	204	1
18	205	1
18	79	1
18	206	1
18	177	1
18	207	1
18	184	1
18	185	1
19	102	1
19	208	1
19	209	1
19	210	1
19	211	1
19	212	1
19	213	1
19	214	1
19	215	1
19	216	1
19	217	1
19	218	1
19	219	1
19	220	1
19	125	1
20	224	1
20	225	1
20	34	1
20	226	1
20	36	1
20	227	1
20	228	1
20	229	1
20	109	1
20	52	1
20	221	1
20	222	1
20	223	1
21	230	1
21	231	1
21	232	1
21	233	1
21	74	1
21	234	1
21	235	1
21	236	1
21	110	1
22	130	1
22	135	1
22	72	1
22	73	1
22	74	1
22	75	1
22	237	1
22	238	1
22	79	1
22	80	1
22	239	1
22	87	1
22	88	1
23	3	1
23	240	1
23	241	1
23	242	1
23	243	1
23	244	1
23	245	1
23	246	1
23	247	1
23	248	1
23	249	1
23	250	1
23	251	1
24	34	1
24	40	1
24	137	1
24	104	1
24	80	1
24	187	1
24	252	1
24	253	1
24	254	1
24	255	1
25	256	1
25	257	1
25	258	1
25	259	1
25	260	1
25	261	1
25	262	1
25	263	1
25	264	1
25	265	1
25	26	1
25	28	1
26	130	1
26	135	1
26	266	1
26	77	1
26	47	1
26	80	1
26	185	1
27	133	1
27	171	1
27	267	1
27	268	1
27	269	1
27	79	1
27	270	1
27	115	1
27	55	1
28	227	1
28	265	1
28	13	1
28	271	1
28	272	1
28	273	1
28	274	1
28	275	1
28	276	1
28	277	1
28	155	1
28	254	1
29	96	1
29	44	1
29	210	1
29	52	1
29	278	1
29	279	1
29	280	1
29	281	1
29	282	1
29	283	1
29	221	1
30	288	1
30	289	1
30	34	1
30	290	1
30	291	1
30	165	1
30	40	1
30	42	1
30	285	1
30	284	1
30	253	1
30	286	1
30	287	1
31	159	1
31	36	1
31	292	1
31	293	1
31	294	1
31	295	1
31	296	1
31	297	1
31	52	1
31	221	1
31	191	1
32	298	1
32	299	1
32	300	1
33	199	1
33	267	1
33	301	1
33	302	1
33	47	1
33	208	1
33	303	1
33	210	1
33	304	1
33	305	1
34	164	1
34	306	1
34	307	1
34	308	1
34	309	1
34	310	1
34	311	1
34	312	1
34	313	1
34	314	1
34	315	1
34	316	1
34	317	1
34	318	1
35	119	1
35	293	1
35	118	1
35	55	1
36	320	1
36	321	1
36	322	1
36	323	1
36	324	1
36	325	1
36	6	1
36	326	1
36	327	1
36	328	1
36	319	1
37	329	1
37	330	1
37	331	1
37	332	1
37	333	1
37	334	1
37	15	1
37	335	1
37	336	1
37	337	1
37	338	1
37	339	1
37	340	1
37	341	1
37	342	1
37	344	1
37	345	1
37	343	1
38	346	1
38	241	1
38	250	1
38	347	1
38	348	1
38	349	1
38	350	1
38	351	1
39	96	1
39	352	1
39	353	1
39	354	1
39	355	1
39	133	1
39	41	1
39	45	1
39	55	1
39	252	1
40	96	1
40	196	1
40	261	1
40	70	1
40	356	1
40	357	1
40	358	1
40	359	1
40	360	1
40	361	1
40	46	1
40	80	1
40	22	1
40	118	1
40	24	1
40	155	1
41	34	1
41	36	1
41	7	1
41	362	1
41	109	1
41	250	1
41	191	1
42	135	1
42	74	1
42	171	1
42	202	1
42	204	1
42	363	1
42	79	1
42	364	1
42	81	1
42	365	1
42	366	1
42	367	1
42	368	1
42	369	1
42	87	1
42	370	1
42	371	1
42	372	1
43	376	1
43	134	1
43	171	1
43	363	1
43	79	1
43	80	1
43	373	1
43	374	1
43	87	1
43	184	1
43	185	1
43	375	1
44	377	1
44	74	1
44	77	1
44	79	1
44	115	1
44	184	1
44	185	1
44	378	1
44	254	1
44	127	1
45	66	1
45	145	1
45	381	1
45	52	1
45	379	1
45	380	1
45	61	1
45	254	1
46	384	1
46	385	1
46	386	1
46	73	1
46	74	1
46	78	1
46	16	1
46	54	1
46	382	1
46	383	1
47	387	1
47	36	1
47	37	1
47	293	1
47	356	1
47	388	1
47	105	1
47	389	1
47	390	1
47	391	1
47	392	1
47	46	1
47	52	1
47	55	1
47	187	1
48	36	1
48	325	1
48	393	1
48	42	1
48	394	1
48	395	1
48	209	1
48	242	1
48	346	1
49	325	1
49	396	1
49	397	1
49	398	1
49	399	1
49	208	1
49	400	1
49	401	1
49	402	1
49	403	1
49	119	1
49	218	1
50	98	1
50	130	1
50	132	1
50	72	1
50	74	1
50	404	1
50	87	1
50	120	1
50	127	1
51	407	1
51	132	1
51	133	1
51	72	1
51	74	1
51	237	1
51	405	1
51	406	1
51	87	1
51	408	1
51	409	1
51	410	1
51	127	1
52	416	1
52	417	1
52	418	1
52	419	1
52	420	1
52	421	1
52	70	1
52	422	1
52	423	1
52	424	1
52	425	1
52	426	1
52	52	1
52	376	1
52	411	1
52	412	1
52	413	1
52	414	1
52	415	1
53	37	1
53	391	1
53	105	1
53	427	1
53	428	1
53	109	1
53	46	1
53	429	1
53	430	1
53	55	1
54	96	1
54	105	1
54	364	1
54	46	1
54	302	1
54	303	1
54	431	1
54	432	1
54	118	1
54	185	1
55	98	1
55	232	1
55	377	1
55	206	1
55	79	1
55	433	1
55	434	1
55	435	1
55	436	1
55	437	1
55	184	1
55	185	1
56	96	1
56	448	1
56	100	1
56	293	1
56	446	1
56	72	1
56	443	1
56	438	1
56	439	1
56	440	1
56	441	1
56	442	1
56	155	1
56	444	1
